stimuli,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_1.started,text_1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_6.started,text_6.stopped,example_pic1.started,example_pic1.stopped,example_pic2.started,example_pic2.stopped,text_7.started,text_7.stopped,text_8.started,text_8.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_9.started,text_9.stopped,text_13.started,text_13.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_10.started,text_10.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,image.started,image.stopped,image_2.started,image_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,image_3.started,image_3.stopped,slider_3.response,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_14.started,text_14.stopped,slider.response,text_2.started,text_2.stopped,slider_4.response,text_3.started,text_3.stopped,,date,expName,psychopyVersion,frameRate,
,,,,,8.939954500005115,None,space,5.563333700003568,8.939954500005115,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022_Jul_22_1607,Fear_rating,2021.2.3,60.02519857807153,
,,,,,,,,,,,14.575165200018091,None,14.575165200018091,None,14.575165200018091,None,14.575165200018091,None,14.575165200018091,None,space,4.8037376000138465,14.575165200018091,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022_Jul_22_1607,Fear_rating,2021.2.3,60.02519857807153,
,,,,,,,,,,,,,,,,,,,,,,,,,19.39720910001779,None,19.39720910001779,None,space,5.350349499989534,19.39720910001779,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022_Jul_22_1607,Fear_rating,2021.2.3,60.02519857807153,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.776187500014203,None,space,1.780561999999918,24.776187500014203,None,,,,,,,,,,,,,,,,,,,,,,,,,2022_Jul_22_1607,Fear_rating,2021.2.3,60.02519857807153,
../stimuli/matched_images/SHINE_color_cielab_erotic_females6.jpg,0,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.611651000013808,None,27.633090700022876,None,None,None,27.633090700022876,None,27.633090700022876,None,None,space,51.70031569999992,27.633090700022876,None,27.633090700022876,None,None,79.40386370001943,None,4.955555555555556,79.40386370001943,None,,2022_Jul_22_1607,Fear_rating,2021.2.3,60.02519857807153,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.1277658000181,None,,,,,,,,,,,,,,,,,,,,,,,,,,,
