stimuli,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_1.started,text_1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_6.started,text_6.stopped,example_pic1.started,example_pic1.stopped,example_pic2.started,example_pic2.stopped,text_7.started,text_7.stopped,text_8.started,text_8.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_9.started,text_9.stopped,text_13.started,text_13.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_10.started,text_10.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,image.started,image.stopped,image_2.started,image_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,image_3.started,image_3.stopped,slider_3.response,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_14.started,text_14.stopped,slider.response,text_2.started,text_2.stopped,slider_4.response,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,,date,expName,psychopyVersion,frameRate,
,,,,,9.62566349998815,None,space,0.5910720000101719,9.62566349998815,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022_Jul_22_1618,Fear_rating,2021.2.3,60.121156149043635,
,,,,,,,,,,,10.2997064999945,None,10.2997064999945,None,10.2997064999945,None,10.2997064999945,None,10.2997064999945,None,space,3.343754900008207,10.2997064999945,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022_Jul_22_1618,Fear_rating,2021.2.3,60.121156149043635,
,,,,,,,,,,,,,,,,,,,,,,,,,13.661522999987938,None,13.661522999987938,None,space,0.771479500021087,13.661522999987938,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022_Jul_22_1618,Fear_rating,2021.2.3,60.121156149043635,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.461104799993336,None,space,1.1163342000218108,14.461104799993336,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022_Jul_22_1618,Fear_rating,2021.2.3,60.121156149043635,
../stimuli/matched_images/SHINE_color_cielab_erotic_females6.jpg,0,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.623109599982854,None,16.641515799972694,None,None,None,16.641515799972694,None,16.641515799972694,None,None,space,7.69943019998027,16.641515799972694,None,16.641515799972694,None,None,24.400832199986326,None,None,24.400832199986326,None,space,3.028645199985476,24.400832199986326,None,,2022_Jul_22_1618,Fear_rating,2021.2.3,60.121156149043635,
../stimuli/matched_images/SHINE_color_cielab_dirty_scenes5.jpg,0,1,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.469078799971612,None,28.501026899990393,None,None,None,28.501026899990393,None,28.501026899990393,None,None,space,0.5962806000025012,28.501026899990393,None,28.501026899990393,None,None,29.14237659997889,None,None,29.14237659997889,None,space,0.683636400004616,29.14237659997889,None,,2022_Jul_22_1618,Fear_rating,2021.2.3,60.121156149043635,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.87314639997203,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
