correctAns,correct_reward,wrong_reward,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp.keys,key_resp.corr,image.started,image.stopped,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
['left'],8.3,0.7,0,0,0,0,None,None,0,14.06946190004237,None,,0,001,2022_Jun_27_1723,exp1,2021.2.3,59.510986326822795,
,,,,,,,None,['left'],1,17.53628950001439,None,[0.9745005000149831],,,,,,,
